x,y,z
61.91744834600512,86.78322263405107,a
43.54914400229574,124.83690037676216,a
63.63517311088005,91.78089816333772,a
88.77409555134301,155.9712997374291,a
38.71182646002048,177.28135051991478,a
66.3392951244796,176.8339069253201,a
131.26781304324695,178.83614692084132,a
102.35268823963916,191.06337252829923,a
118.6633063699313,196.62076249137,a
114.24801383690205,237.3579733926042,a
150.71029401535634,250.4096052252253,a
138.42688669128918,266.293069432963,a
226.5779142040253,267.4717079793695,a
178.35072402966017,281.54724170208215,a
203.64994061499323,268.0340925611455,a
208.368883346344,292.2574298675001,a
200.95330423714495,255.1963039459681,a
227.20257344506385,297.40563596227435,a
200.4884275980619,303.7090798784945,a
231.11461611573927,299.7593194567886,a
247.1088912058176,353.53707447231614,a
278.4865389612407,290.2492819025814,a
235.05109783668277,312.2172787795174,a
261.63287521049824,340.3478570316813,a
287.8997340006478,316.8388577932054,a
290.8048781713444,320.6326982685857,a
263.0444452551619,299.48160660427243,a
271.9745304700472,278.44234689724885,a
315.8804967219405,274.0260142183508,a
299.3724684327438,321.69738570527375,a
263.50710621945467,299.5860287403598,a
292.3703898318249,306.9676823518452,a
329.7246141225171,285.3537189971636,a
291.3965702379174,297.9585069400426,a
338.11559595812724,309.9942678031713,a
277.2817075210596,299.85546621234835,a
301.7977838604162,266.0135826759689,a
281.2644272598269,342.8477919674499,a
337.8390172457373,296.6079620949291,a
285.66726384768657,273.15814076507047,a
322.01704129374014,297.01491823038293,a
341.3261698087524,287.64765180924337,a
333.35153646822505,322.8752650744186,a
316.55494967207824,294.62536393640823,a
355.3796723000901,272.07859073288773,a
368.7922512144304,319.94068196287594,a
358.6337545398815,292.6613750846027,a
364.64600108717735,330.98768860808684,a
352.570026689546,283.3082906036984,a
390.3524617253441,259.53798467751324,a
342.267639863899,242.38442633580524,a
318.0241366418004,273.5706040299595,a
309.2776790543006,302.90635865049853,a
379.9889387529712,311.02318733466376,a
369.2636554091587,290.27410869212747,a
341.2099459607188,289.0224131248722,a
369.62129674732176,323.4354916282666,a
320.9082154154874,254.42133238088616,a
334.1673078192874,243.7313064347186,a
376.0883516549134,275.5658830451196,a
379.8097664331448,281.94079344671377,a
357.73415002634704,200.8201227107816,a
388.4992049286441,281.94524052162944,a
350.169747756862,231.88205650226007,a
409.0996108514965,262.9283608939088,a
369.82263834868985,219.15828434594908,a
361.0796668153897,279.8062832624522,a
359.6359874308405,217.00546676949293,a
372.6475097919657,244.19644471032396,a
348.384260588847,241.98266372648965,a
433.79185023116025,223.53403501494324,a
395.00690990278633,174.38107379338572,a
371.77333079182006,199.9660872332441,a
413.4600982917038,211.94483889371708,a
363.6698421108765,191.55920351612133,a
374.8494107346065,227.398497428518,a
387.9773361237442,203.0245386580449,a
423.9840807111255,173.50571654741424,a
403.87854249746056,190.0672140213744,a
385.9679263889334,197.8436554674365,a
401.7058725252771,168.9509205153728,a
389.2362793958213,201.8003611985937,a
441.5220772716838,151.4113797777472,a
449.285467673758,188.52065739728383,a
401.0556875592212,144.26968078246605,a
427.5788419783793,177.08963718054065,a
428.595502002664,211.9640650462964,a
441.8342372062807,128.58692804029505,a
395.6039240503172,158.27877664509447,a
410.154681919164,137.4244581064532,a
433.91187582325296,116.88795992125812,a
411.9261073067196,118.72914686989884,a
403.9770256484423,83.53751349518086,a
405.6486433781432,110.41442812558591,a
410.0493633368631,121.48167131783612,a
477.72558292118265,118.10223129138323,a
391.9596107757279,153.59945588714754,a
444.4977711535288,131.44089916427862,a
482.23805423689976,76.38567754233179,a
432.0934873800098,111.04249872902238,a
445.7399986637372,181.72736910530807,a
421.0362281271488,87.83115129167794,a
415.480730752212,88.96944490710769,a
425.9347901929533,77.90710744146003,a
423.9461545731736,81.61624839595538,a
396.1524241446006,122.68130588696118,a
453.9335312904845,89.8544886454415,a
